ResponseId,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60
R_3GewoAAPwlIDhz5,3,4,5,5,2,2,5,4,2,5,4,3,5,4,5,2,3,2,4,5,3,1,4,4,1,1,2,3,5,2,4,5,1,2,5,1,3,3,5,5,3,3,4,5,1,5,4,2,2,1,1,5,2,5,1,4,1,4,1,4
R_1IzuEny6yk0E4eg,3,2,4,2,1,3,3,4,1,5,3,5,3,5,2,3,1,4,5,5,3,5,4,1,4,3,1,4,1,1,4,3,2,4,5,3,5,2,5,4,3,3,4,1,1,4,5,3,1,2,3,3,1,5,1,3,2,3,5,5
R_1Cw1RHyWkxRCZKr,4,3,5,2,1,4,5,2,3,5,1,4,4,3,5,3,2,2,4,5,4,4,4,2,1,1,1,4,2,1,4,3,1,4,5,1,3,4,4,5,3,2,4,2,1,3,3,4,1,1,2,4,4,4,1,5,2,4,4,5
R_3gYPCid3bfJcgeq,2,5,5,1,1,2,5,4,1,4,2,2,4,5,5,2,5,3,5,5,2,2,1,1,1,1,2,4,1,1,5,4,1,5,5,3,4,4,5,4,4,4,4,1,2,4,1,5,1,1,4,4,2,5,1,5,4,5,5,4
R_3mjEkaoCa2ZXXPw,4,3,4,5,4,4,4,4,3,4,4,2,4,2,2,2,4,2,1,3,3,2,4,3,2,4,2,4,5,4,3,4,2,1,2,3,4,2,1,2,1,2,4,5,1,3,4,3,5,4,3,4,2,1,2,2,4,4,1,2
R_2OYXXRdjHTiBRcv,2,4,5,1,5,4,3,4,3,4,4,4,2,3,3,4,3,4,5,5,2,3,4,5,1,4,2,4,4,4,1,2,5,5,4,5,4,5,3,4,4,5,2,4,4,3,3,4,1,3,5,2,4,3,2,3,1,4,2,3
R_rr2TejhF8QH8CuR,5,4,1,4,5,5,5,1,5,4,1,3,5,2,5,1,3,4,2,1,4,1,4,4,2,5,3,4,5,2,1,3,5,3,2,1,3,4,4,4,5,3,4,4,1,5,2,1,3,5,1,5,4,1,3,4,4,5,1,5
R_2YsLHwLZHyVGhyN,4,3,1,1,2,5,4,1,4,5,1,5,5,3,2,1,1,5,5,4,5,4,1,5,1,1,2,1,4,4,1,5,5,4,2,2,4,5,1,5,5,5,5,2,2,5,3,1,2,1,1,4,5,1,2,5,4,4,4,4
R_3MlH16TYpQlHLGE,3,2,2,1,5,4,5,3,2,5,2,5,3,5,4,4,4,5,5,2,3,3,4,2,1,2,3,4,3,4,4,3,5,5,4,2,5,4,3,5,3,5,2,3,3,5,5,1,1,3,3,5,5,3,3,4,1,3,2,4
R_yrqWg8yRzWpXOVP,2,5,2,1,1,5,4,5,2,5,4,2,2,5,4,4,1,5,5,4,5,4,5,3,5,4,4,2,1,2,5,4,4,5,5,4,2,2,1,2,1,2,2,2,4,3,1,2,2,1,3,2,2,5,4,4,3,2,4,2
R_1Cll58zpcqPxuFH,4,5,2,4,1,3,5,1,4,5,1,1,5,1,4,4,1,4,2,5,1,1,1,5,3,4,4,2,5,1,4,5,4,2,5,3,1,5,1,4,5,1,5,2,1,4,1,1,4,1,3,5,5,1,4,5,5,1,1,4
R_2OTjQxH16FfWkEX,2,4,5,1,1,1,4,5,2,5,2,4,1,4,5,5,1,2,5,5,2,1,5,1,1,5,5,5,1,1,4,2,1,5,5,4,2,1,4,5,2,4,2,2,2,2,2,5,1,1,5,5,2,4,2,4,4,5,5,5
R_4VO7m81DIJJyXF7,2,5,1,1,1,2,4,4,2,5,4,2,4,2,4,5,2,1,5,5,4,2,5,5,1,4,2,4,2,1,5,4,2,5,2,4,4,4,2,4,2,4,4,1,1,1,4,1,2,1,1,4,4,4,1,2,4,1,5,5
R_2y8XeinkwjbToa1,1,4,4,3,1,1,4,4,3,4,4,1,2,3,5,5,1,2,3,4,1,1,4,3,1,3,5,4,3,1,5,4,1,3,4,3,2,4,4,5,2,1,2,3,1,1,3,4,1,3,5,4,3,4,1,1,5,4,3,4
R_1Qy1iAzhV3sueUq,4,4,2,3,2,4,5,4,2,5,2,3,5,4,5,2,2,4,3,5,4,1,4,3,1,3,2,2,3,2,3,2,4,3,4,3,2,4,3,5,2,4,5,4,2,4,2,1,2,2,2,4,4,3,2,3,2,3,3,5
R_eV9i418sxZiYoWR,4,3,2,4,1,4,4,3,4,4,2,3,4,4,5,4,4,5,3,4,5,2,3,2,2,2,4,3,4,2,4,4,4,3,4,3,4,5,2,4,3,1,4,3,2,4,2,2,2,2,3,4,5,2,3,4,4,4,3,4
R_2WVl9CvG9VZBJNj,4,5,4,2,2,2,4,5,2,5,1,2,4,5,5,5,1,4,4,5,3,2,4,2,1,2,5,4,2,4,5,4,2,5,4,5,3,4,4,5,2,4,4,3,1,4,5,4,1,2,5,4,4,5,2,4,4,1,5,4
R_3fMEJ4imPEfiBe2,2,4,1,2,2,3,5,4,3,5,1,4,5,5,4,4,1,5,4,5,3,2,4,2,1,3,4,2,1,1,5,4,4,5,5,5,2,2,4,5,5,5,5,2,1,3,4,2,1,2,3,5,4,5,1,5,2,4,4,4
R_1GJ7sgJzlNWFoE2,2,5,5,2,2,1,5,2,2,4,2,2,4,4,4,5,2,4,4,4,1,1,4,3,1,2,4,4,4,2,5,4,5,4,5,5,4,3,2,4,2,2,4,2,1,2,4,1,2,5,5,5,3,1,1,1,4,4,2,3
R_1kYY7DQ7lnXtZgi,1,2,3,2,1,2,3,3,1,3,5,2,2,4,3,5,4,3,3,5,3,4,5,5,3,5,1,4,2,2,5,3,4,5,4,4,4,3,3,4,1,5,2,2,1,1,4,3,3,3,3,3,3,3,3,1,1,4,4,4
R_pDWtVZvP25nZvJT,2,5,2,1,1,1,5,4,2,5,1,1,4,1,3,5,1,4,4,4,1,1,5,1,5,5,5,1,2,1,5,5,2,4,3,4,1,2,3,4,2,2,5,3,1,2,1,2,1,5,5,5,2,4,3,4,4,1,1,3
R_3COQh2T2GV2DPkd,2,4,2,4,5,3,4,4,5,5,2,1,2,1,4,5,4,5,2,4,2,3,4,4,2,3,1,3,5,1,5,4,2,5,4,3,5,4,4,4,3,4,2,4,1,4,4,1,2,3,5,4,3,4,1,4,2,4,1,4
R_2q40rkdYRNKqRlW,1,4,5,2,3,1,4,5,1,4,4,5,3,5,4,5,2,4,4,4,1,1,4,3,2,5,2,3,1,4,5,3,1,5,4,4,4,3,5,3,1,3,4,2,2,3,4,3,1,4,5,4,3,5,3,2,2,4,4,3
R_1DqWGE491FQ3KRn,3,5,1,3,1,3,5,4,3,5,2,4,3,3,4,3,5,5,2,5,2,4,5,4,1,2,3,5,2,1,4,4,5,3,5,2,2,1,3,5,5,4,4,5,1,3,1,2,1,4,5,5,1,3,1,4,4,2,1,4
R_3kaId9jqDmORNmM,2,4,5,3,2,1,4,5,4,5,2,3,3,3,2,4,2,2,4,5,1,1,5,2,5,4,4,5,2,3,5,4,1,4,4,5,3,2,5,1,2,4,4,5,4,2,3,5,1,3,5,4,2,5,3,4,4,5,4,3
R_u7DTkxxwphU8vHX,1,1,5,1,1,1,3,5,1,5,2,4,1,5,4,5,5,5,5,5,1,5,5,1,3,5,3,5,1,3,5,1,1,5,5,5,5,1,5,5,1,5,1,1,1,5,5,3,1,1,5,3,1,5,3,3,2,5,5,4
R_2ALtwLQH9foyv8k,1,4,2,2,2,1,5,5,2,5,4,4,2,4,4,5,2,2,5,4,2,4,4,2,1,4,1,2,2,2,5,2,2,5,4,4,4,4,4,5,1,4,4,2,1,1,2,2,1,2,2,4,4,5,2,2,1,2,3,4
R_3PpmDGwG7tIkWVA,1,5,2,1,2,3,5,5,3,5,2,4,5,5,1,1,5,2,5,5,3,2,5,3,2,5,1,3,1,1,5,2,1,5,5,2,4,4,2,5,1,4,4,3,1,5,1,1,1,1,3,5,4,5,2,3,2,1,5,3
R_1P6LfPGzfmkgQNR,1,4,2,2,4,5,5,4,4,2,5,2,5,4,4,5,4,4,5,2,4,1,4,5,4,4,4,1,5,4,5,2,5,5,5,2,4,4,2,4,1,1,5,4,2,1,5,2,1,4,4,5,3,4,5,1,4,4,2,4
R_2OUupqs7JdifldH,1,2,4,3,2,1,4,2,2,4,4,5,2,4,4,5,4,5,2,4,1,3,5,2,2,2,4,4,2,2,5,4,2,4,4,4,4,4,3,3,2,3,1,2,4,3,4,4,1,2,4,4,1,2,3,4,3,2,4,2
R_3nbYxvdxN3NgQyL,5,5,1,4,2,4,5,4,5,5,2,1,5,2,4,5,1,5,3,5,5,1,4,5,1,4,5,1,2,2,5,5,5,2,5,2,1,5,4,4,4,4,5,5,1,4,1,1,4,1,4,5,5,4,2,5,5,4,2,4
R_2TIeC6VODIIaNXi,4,2,4,4,1,4,5,5,4,5,2,4,5,1,4,3,4,4,2,5,2,1,4,5,2,4,1,4,5,2,4,4,2,2,4,3,1,5,1,2,3,4,5,5,4,5,4,4,4,4,4,5,5,1,2,5,4,2,1,2
R_2mHB2GZoLaqFiTf,2,4,3,3,2,3,4,3,2,3,3,3,4,3,4,4,2,4,3,3,2,2,4,3,4,3,3,3,3,2,4,4,3,4,3,3,4,4,4,3,3,4,3,3,2,2,2,2,1,3,4,4,4,4,3,2,4,3,3,4
R_UMaHHEOtkk4RJKh,2,4,2,4,2,2,5,3,4,3,3,2,4,2,4,5,1,4,1,4,1,1,5,4,4,3,5,2,4,2,5,4,4,2,4,4,1,4,2,3,2,2,4,4,2,2,2,2,2,2,4,5,2,4,2,2,4,1,1,4
R_3CO4kUaRQqzkYaw,2,4,2,3,1,4,5,4,2,5,4,3,3,4,2,5,5,3,3,5,2,4,3,2,3,4,5,4,3,2,5,2,3,4,5,2,4,3,4,2,2,2,3,4,1,1,4,1,2,3,4,4,4,4,4,3,3,3,2,4
R_3HS9xO1S5DnqJdv,1,4,1,2,4,2,5,2,1,4,5,4,4,5,2,5,4,5,5,5,1,4,3,1,2,4,2,4,2,5,5,3,4,5,3,4,3,4,4,5,1,4,5,2,5,1,4,1,1,4,4,4,5,5,3,2,1,4,4,3
R_08sAhSczhrJYQTf,1,5,5,1,3,2,5,5,2,4,5,3,4,4,4,5,2,1,3,5,3,4,3,3,4,4,4,4,2,3,5,4,2,1,3,3,4,4,4,3,3,4,4,3,5,1,4,1,1,2,5,4,5,4,2,5,5,5,5,2
R_3rPdMJJh56e81Bt,2,5,4,5,2,2,5,4,4,5,2,1,5,3,3,5,1,2,4,5,1,1,2,5,1,4,5,4,5,3,5,5,1,1,4,5,1,5,3,5,2,1,5,5,3,1,2,2,2,2,5,5,5,4,1,5,5,1,2,2
R_2urZRRKBp5JNU1W,1,5,5,1,1,3,5,5,2,4,2,2,4,2,2,5,1,1,4,5,1,1,4,1,1,5,4,1,1,1,5,4,2,5,5,5,4,2,4,5,2,4,4,4,1,1,1,4,1,4,5,5,1,4,1,4,2,1,1,2
R_3ENcDGvGkiwPJxf,3,2,2,2,1,2,5,5,1,5,5,5,4,5,4,5,2,4,4,5,3,2,5,2,1,5,1,4,2,4,5,2,4,5,5,4,4,4,1,5,4,4,3,3,1,3,5,1,1,5,3,4,5,2,1,1,2,4,3,3
R_3ncRNXOzafv1rTH,2,4,5,1,4,4,4,5,1,4,4,5,1,5,3,5,1,2,5,4,4,4,4,1,1,5,3,5,2,4,5,2,1,4,4,4,4,2,5,4,2,4,1,2,5,3,4,5,1,4,2,5,2,5,2,2,4,4,4,2
R_1n3AKka7u3KDlVZ,2,4,3,3,4,2,5,4,4,4,4,4,4,3,3,4,2,4,2,5,2,1,5,4,1,4,4,4,3,2,5,4,3,4,4,4,2,2,5,4,2,4,4,5,3,1,4,2,2,1,4,4,2,4,2,3,3,4,2,2
R_1i3RdN47O6WOLL7,4,5,4,2,2,5,5,4,4,4,2,4,5,2,4,2,1,5,5,5,4,1,4,1,2,5,5,4,1,1,5,5,1,5,4,2,4,4,5,4,1,2,5,2,1,5,1,4,1,4,4,5,4,5,4,4,5,1,5,4
R_1C9jULtD6mYhid3,1,5,4,1,1,1,5,2,2,5,4,4,4,2,4,5,1,5,4,5,1,3,2,2,1,4,5,2,3,1,5,4,2,5,5,3,4,5,4,4,1,4,3,3,2,1,2,4,1,4,4,4,5,4,1,1,2,1,4,4
R_1nYM9IPAz5bkdRa,1,3,4,1,4,1,4,4,2,4,5,2,4,3,2,5,2,4,5,5,1,1,5,2,4,5,4,4,2,2,5,4,2,5,5,4,2,4,5,2,2,2,4,4,5,1,4,2,1,4,4,5,4,5,3,2,4,4,2,4
R_2QKgLC3cKC6TleI,4,5,5,1,1,2,5,1,4,5,1,4,2,4,5,2,1,5,5,5,2,1,5,4,1,2,5,2,4,1,5,1,1,5,5,1,4,4,4,5,4,1,2,4,1,5,2,5,1,1,1,5,2,2,1,5,5,5,2,5
R_2whuBYhsMfuGheS,3,4,4,4,5,3,5,3,4,5,2,2,5,3,5,5,1,4,4,5,1,1,4,3,1,4,5,3,4,2,5,5,3,4,5,4,2,4,5,5,2,4,5,3,1,3,4,2,2,1,4,4,5,5,1,3,4,4,2,5
R_9zC01XkIB4oj0wp,2,5,2,1,5,1,5,2,2,5,4,3,4,3,4,5,5,4,4,4,1,1,4,4,1,4,2,1,2,5,5,5,5,5,5,3,4,4,4,5,2,4,4,5,1,1,1,1,1,4,5,5,4,4,1,4,2,1,3,4
R_yBC1uUIDUpzTlq9,2,3,4,3,1,2,4,4,2,5,3,4,4,1,4,5,4,4,4,5,1,2,4,4,3,4,3,1,5,1,4,3,3,3,5,5,3,3,2,3,4,4,4,4,1,2,4,4,3,4,4,4,4,1,2,3,2,3,2,4
R_3KSAdxMLd2bLjwc,1,5,5,4,1,1,5,4,4,5,4,1,2,5,4,5,1,1,4,5,2,1,5,1,1,4,5,2,2,1,5,4,1,5,5,2,2,3,5,5,2,5,2,4,1,1,2,4,1,2,4,5,2,5,1,2,3,4,4,5
R_To8rOs5GpW1RCuZ,1,4,3,4,2,3,5,5,4,5,1,3,5,5,4,5,2,4,4,4,2,1,5,2,2,2,4,4,2,2,5,2,3,3,4,2,3,4,4,4,4,4,4,5,1,2,3,3,2,2,2,4,2,5,2,4,4,4,3,4
R_2Vwtn96bRwajyjM,2,4,4,1,4,3,5,4,3,5,5,1,2,3,3,5,2,4,3,4,3,1,4,2,5,1,5,4,2,4,5,2,2,4,4,3,1,4,4,1,2,1,2,2,1,4,2,3,2,1,4,5,5,3,3,2,5,2,4,3
R_9oeps1r2F6BOI6t,1,4,2,3,1,2,5,2,4,4,4,1,4,2,4,1,2,4,2,5,2,1,2,2,3,4,5,1,4,2,5,5,4,5,5,2,1,4,4,3,2,4,4,5,2,2,1,1,1,2,4,5,4,2,2,3,4,1,2,4
R_1d4U72SgVjHkFLs,4,5,4,3,1,1,5,5,2,5,4,2,4,4,4,3,1,4,4,5,2,2,5,4,2,4,5,2,2,2,4,5,4,5,5,3,4,2,5,4,2,1,4,4,1,4,1,2,1,1,5,5,4,5,2,3,5,2,4,4
R_svAAq7XOBFiSjf3,2,3,1,3,4,3,4,4,2,4,4,2,3,2,3,5,3,5,3,4,2,3,5,3,3,2,3,4,3,4,5,3,4,3,4,4,4,3,1,3,3,2,3,3,5,2,5,2,1,4,4,4,4,1,5,2,4,4,2,2
R_26toc3XQc0L3CFz,2,2,2,4,1,3,4,4,5,5,1,3,5,2,5,4,4,4,4,3,3,2,2,5,1,4,3,1,4,2,3,3,3,3,4,1,3,3,1,5,3,3,4,5,1,1,5,3,4,4,3,4,5,2,1,2,1,2,2,4
R_1op3hTJTheE9ZZV,1,2,4,1,2,4,3,4,1,3,3,4,4,4,4,5,4,4,3,5,1,4,4,3,1,5,2,4,2,1,5,2,2,5,4,3,5,2,5,4,2,4,4,1,2,2,4,2,1,1,4,4,2,4,2,1,1,5,2,4
R_b2aLgqcWacV7M5P,1,5,5,2,1,1,5,4,2,4,1,2,4,3,4,5,1,4,5,4,1,1,5,4,2,1,5,1,5,1,5,5,2,5,4,2,1,4,2,4,1,2,4,4,1,1,1,4,1,2,5,5,1,1,2,5,5,2,4,2
R_plBlSigHef909b3,4,5,4,5,2,3,5,2,5,5,1,4,5,1,4,2,1,2,1,4,3,4,4,4,1,1,4,4,4,2,4,5,2,1,4,2,2,4,1,4,4,2,4,4,1,4,1,1,5,1,2,4,4,1,2,4,5,2,2,4
R_3GcBEsEfnIHeEsl,1,3,5,1,2,1,4,4,1,4,4,5,4,5,4,5,4,4,5,4,2,4,4,1,1,4,2,4,1,2,5,3,3,5,4,5,3,4,3,4,2,5,4,2,2,1,4,4,1,4,3,3,4,4,2,1,1,3,5,4
R_r3FNwDMfdVfDb8d,3,5,1,2,1,3,4,2,4,5,1,4,5,4,5,2,1,5,4,4,4,2,2,3,2,4,4,2,3,1,4,5,5,5,5,3,3,5,2,4,3,3,5,4,1,4,2,2,1,2,2,5,5,3,2,4,4,4,4,4
R_3fAvUa6nN9FE6q0,4,4,4,2,4,3,4,4,3,4,2,2,4,4,3,5,4,4,4,5,2,2,5,3,2,4,4,4,2,4,4,3,2,4,5,4,3,4,4,4,1,4,3,3,2,1,2,2,2,2,2,4,2,4,2,4,3,2,4,3
R_3RxRsiU0gw4teMI,2,1,2,3,5,4,2,3,2,4,4,5,4,1,2,5,4,4,4,4,4,2,4,3,1,1,1,4,4,5,5,2,4,3,4,4,2,5,3,4,3,4,4,5,5,1,5,1,2,1,2,1,4,2,5,2,4,4,2,1
R_1kLxWObMXYpyuI9,2,5,5,2,1,3,5,4,2,5,1,4,3,4,4,4,5,3,5,5,2,2,5,1,1,3,2,2,3,1,5,5,2,5,5,3,3,3,4,4,2,4,2,4,1,2,2,4,1,1,3,5,3,5,1,2,3,2,2,5
R_8lkUPnWYZ86bwQx,3,4,3,3,1,3,5,4,2,5,4,2,4,3,4,5,4,4,4,5,2,1,4,4,2,4,4,2,4,1,5,5,3,5,5,3,3,4,4,5,2,4,5,5,2,2,3,3,1,1,4,5,4,5,3,2,4,2,3,4
R_1iqFZs56xFitLeL,4,5,4,3,1,1,5,5,3,5,1,1,4,1,4,2,5,3,5,5,2,1,4,5,2,5,5,4,5,1,2,5,3,4,5,2,1,3,2,5,3,1,4,4,2,3,1,2,2,1,4,5,3,2,1,4,4,2,2,5
R_STRSxODCacHpeGR,5,5,2,4,2,4,5,2,5,5,2,2,4,3,4,2,1,4,4,5,4,1,4,4,1,2,5,2,5,2,2,4,4,4,5,2,2,4,2,4,4,2,4,5,4,4,2,2,2,1,2,4,4,4,2,4,4,1,3,3
R_24l7BuCo0gZfCSm,2,5,2,1,4,1,4,3,3,4,4,3,3,4,2,5,1,3,4,5,1,2,5,2,3,5,4,2,2,2,5,4,3,5,5,3,2,2,5,4,2,3,3,3,3,1,2,1,1,2,4,4,3,4,3,2,4,2,4,4
R_3iRazfY8ZsIs47A,1,4,5,2,5,1,5,2,2,5,4,4,4,5,4,5,1,5,4,4,4,2,5,1,4,5,5,4,1,5,5,4,4,5,3,2,4,5,5,5,1,4,5,2,1,1,2,2,1,1,2,5,4,5,3,1,1,5,5,4
R_1Hib1vMQ0b0NDvL,4,5,5,2,2,4,5,4,5,5,1,1,4,1,1,2,1,1,3,5,2,1,5,4,4,3,5,4,1,1,4,5,1,2,5,3,2,4,1,4,5,3,5,3,2,5,1,5,1,2,4,5,1,2,4,5,5,5,4,4
R_1dH4huuUdmjtYc7,1,5,3,2,1,2,5,3,3,4,3,2,4,2,4,4,1,4,3,5,3,2,3,4,1,4,5,1,3,2,4,4,4,4,5,4,2,4,5,5,2,4,5,4,1,2,1,3,2,1,3,5,4,5,1,3,2,2,4,4
R_3rxv8MBj0xeTdMB,1,5,4,4,1,2,5,2,4,5,5,2,5,2,5,4,1,2,4,5,3,2,2,5,1,3,5,1,4,1,5,5,1,4,4,3,4,4,4,5,1,2,5,4,4,3,1,2,2,1,2,5,5,5,1,4,3,2,4,4
R_31oPYAYwmbNIZpD,3,5,3,1,1,3,5,4,1,5,1,1,1,5,1,5,1,3,5,5,1,2,3,1,1,5,3,4,3,1,4,5,3,5,5,5,2,3,5,5,3,1,5,2,1,4,1,3,5,1,5,5,4,5,3,3,5,4,5,3
R_3kBTlbjiYOtpohv,1,2,4,2,2,1,4,5,1,2,4,4,4,2,4,5,5,4,5,5,1,1,2,3,1,5,1,2,4,3,5,4,4,5,3,5,2,4,4,4,2,5,5,5,1,1,4,1,1,1,5,4,3,4,1,2,1,1,2,4
R_1GPmxsS0ZxeR6NU,4,5,4,5,4,2,5,2,5,4,2,1,5,1,4,5,1,4,2,2,4,1,2,5,2,4,5,4,5,2,5,5,2,1,4,2,2,4,2,5,2,1,5,5,2,2,1,2,5,4,5,5,5,1,2,4,5,1,1,2
R_3fy4cFpTv3CUqQL,1,5,2,1,3,2,5,3,2,4,4,2,4,3,3,5,2,5,4,2,3,2,4,1,3,4,5,2,2,3,5,4,2,5,3,4,2,4,4,4,2,3,4,5,2,2,3,2,1,2,2,4,4,4,4,3,4,2,4,4
R_RgB367KRaLW7aEx,2,5,2,2,1,1,5,4,1,5,2,2,2,5,4,5,2,5,4,5,1,1,3,1,1,5,5,5,2,1,5,5,3,5,5,3,1,2,5,5,5,2,3,2,3,3,2,3,1,1,5,5,3,5,2,4,3,4,5,3
R_xAfJR6D015aQeYx,3,4,2,3,4,2,5,5,3,4,3,3,4,4,2,5,2,3,2,4,2,2,5,2,1,4,5,2,3,3,5,4,4,4,4,3,1,3,5,4,3,3,3,3,1,2,3,2,2,3,3,4,4,4,1,2,4,4,2,3
R_1ouTWnmblXrCRsH,2,5,4,2,4,1,5,4,4,5,1,2,4,2,4,5,1,3,2,5,1,1,4,1,4,3,5,4,2,2,5,5,3,5,4,5,1,5,4,3,4,2,5,4,2,4,1,1,1,2,5,5,4,4,3,4,5,4,3,3
R_RXjQGSIjc3fJU89,5,5,2,2,2,2,4,1,4,4,1,1,5,1,4,1,1,4,4,4,2,1,4,4,2,1,5,4,2,1,2,5,4,5,2,2,1,5,2,1,5,2,5,2,2,5,1,1,2,1,5,5,5,1,4,5,5,1,4,3
R_25ZQkMrybdZEUW2,2,4,4,1,2,2,5,5,4,5,1,4,4,5,2,5,1,4,4,5,2,2,2,2,2,2,4,4,2,2,4,4,4,4,5,4,2,4,5,2,2,4,4,5,2,2,5,1,2,1,5,5,4,5,2,4,2,4,5,2
R_2SDepIULKxgxZh7,1,3,4,1,2,4,4,4,2,4,3,4,3,4,3,5,5,4,3,5,4,2,5,2,2,4,2,4,2,2,5,3,1,5,4,3,4,4,4,4,1,2,4,4,1,2,4,3,2,2,2,4,1,4,1,2,3,3,1,3
R_8kThvbQJuH5KMKt,1,3,2,1,3,1,4,2,1,3,3,3,3,4,2,5,3,5,5,3,2,1,4,1,3,5,4,2,2,3,5,4,5,5,3,4,2,4,5,3,1,2,4,3,3,1,5,3,1,2,3,4,4,5,4,2,4,3,1,2
R_2CQFsEg77P6c4Sv,4,4,1,3,3,4,4,2,2,4,2,4,4,2,4,4,3,4,3,2,4,3,2,2,4,4,4,3,2,4,4,4,4,5,2,1,1,5,2,4,4,4,4,4,2,4,3,2,2,5,2,4,5,4,3,5,2,4,2,4
R_37saIJ5tzyOOJ9f,4,5,2,2,4,4,5,5,3,4,2,4,5,3,2,4,2,5,4,2,4,3,4,1,2,3,5,1,4,4,4,5,4,5,3,3,2,4,1,4,3,2,5,4,4,4,4,4,1,3,2,5,5,2,5,4,4,3,3,2
R_3kuhne0J9b2fFO8,1,5,5,2,4,4,5,4,1,5,3,1,5,2,4,5,1,5,5,5,2,2,5,1,1,1,5,5,2,1,5,4,1,5,5,1,4,5,4,5,1,5,5,4,5,1,1,4,1,5,5,5,2,5,3,3,5,4,4,4
R_2E0Or1ogUhRg8Gm,3,3,4,4,1,2,5,3,5,4,3,4,4,1,4,5,3,3,4,5,3,2,4,4,2,1,3,3,5,2,5,3,2,5,4,4,1,3,4,4,4,3,5,4,1,2,4,4,2,2,4,5,2,2,2,3,4,1,3,3
R_3j9fEgpOyIbcHdW,2,4,4,1,2,4,5,3,2,5,1,2,5,5,4,4,2,3,5,4,3,1,4,2,1,4,4,3,5,1,5,4,2,5,5,4,2,4,4,5,2,2,5,1,1,2,1,3,1,3,2,5,5,4,1,4,4,2,5,4
R_2dXxvpRJp9Y93BO,2,4,5,2,1,1,5,5,2,5,2,4,3,4,3,5,4,3,3,5,1,1,5,1,1,5,2,4,2,1,5,3,1,5,5,3,2,4,5,4,2,4,4,2,1,2,2,5,1,1,3,4,2,5,5,3,5,4,4,5
R_3DwoFVlkq2Pwc8D,4,5,2,4,4,3,5,2,4,5,2,4,4,4,4,4,5,4,2,5,4,1,4,4,4,2,4,4,3,1,5,5,4,5,4,4,2,4,5,5,2,5,5,4,2,4,1,1,1,2,2,5,4,4,2,5,4,2,2,5
R_3rYP41rccI8im1t,2,5,2,3,1,2,5,4,3,5,3,4,4,5,4,4,5,4,4,5,3,2,5,3,1,4,4,4,3,1,4,4,3,5,5,3,3,4,4,4,2,2,5,3,2,4,2,2,2,2,4,5,4,4,2,3,3,2,3,4
R_O1dwQez4Wae9zcR,1,3,2,4,5,2,5,2,4,5,4,3,4,2,4,4,4,4,4,4,1,1,4,5,2,2,2,2,5,2,5,4,5,3,2,4,1,3,2,4,2,4,3,5,2,2,3,1,2,3,4,5,3,1,2,3,2,2,1,4
R_UoKCR17pmSJkOWZ,2,4,2,1,2,1,4,3,2,4,2,2,4,4,2,5,2,4,4,4,1,2,4,1,1,1,5,4,2,2,5,5,4,5,4,2,4,2,4,4,2,2,4,4,1,2,1,2,1,1,4,5,2,4,1,4,5,4,4,2
R_TtR6SjSUGSfnTvH,5,5,2,1,4,3,5,5,2,4,4,3,4,4,4,1,2,5,3,5,3,2,4,5,2,4,4,4,3,3,4,4,4,5,5,4,3,4,5,5,2,3,5,4,4,5,3,1,1,1,4,5,4,5,2,3,4,4,5,4
R_2rIcA5eWx3MpxKN,3,5,4,2,2,2,4,2,4,5,1,3,4,3,5,3,1,2,4,5,2,1,4,2,1,3,4,4,3,1,4,5,1,4,5,2,1,3,2,3,4,3,3,4,2,4,1,4,2,1,3,5,3,1,2,4,4,1,2,5
R_BLcXzKbNr79Rd4d,2,5,3,1,2,3,4,4,3,5,3,2,4,3,4,3,1,3,3,5,3,2,4,3,3,3,4,2,2,2,5,4,3,4,4,3,2,3,3,4,2,2,4,3,1,3,1,2,1,1,3,5,4,4,2,3,3,1,4,3
R_shCGzccAO7sZU4N,1,5,4,4,2,2,5,3,4,5,4,4,4,1,5,5,5,4,4,2,2,2,4,5,1,2,4,4,4,2,5,5,2,2,2,2,4,4,2,5,2,4,5,4,4,2,2,2,4,4,4,4,4,4,1,1,5,4,1,4
R_yyXLOAQOtI3mBQl,4,5,4,1,2,4,5,2,3,5,3,3,4,4,3,3,1,2,4,4,3,3,5,2,1,3,3,3,3,2,4,4,4,4,4,3,1,4,4,4,2,3,5,3,2,4,1,2,2,2,3,5,3,4,2,4,3,2,4,4
R_301po0CwqlHsQQI,5,5,4,4,1,4,5,1,5,5,5,2,5,2,5,3,5,2,4,5,2,1,4,2,1,1,5,2,5,5,4,5,5,4,5,1,2,5,2,5,5,4,5,4,1,4,3,1,2,1,3,5,5,4,1,5,5,4,1,5
