"","ResponseId","age","gender","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q4_21","Q4_22","Q4_23","Q4_24","Q4_25","Q4_26","Q4_27","Q4_28","Q4_29","Q4_30","Q4_31","Q4_32","Q4_33","Q4_34","Q4_35","Q4_36","Q4_37","Q4_38","Q4_39","Q4_40","Q4_41","Q4_42","Q4_43","Q4_44","Q4_45","Q4_46","Q4_47","Q4_48","Q4_49","Q4_50","Q4_51","Q4_52","Q4_53","Q4_54","Q4_55","Q4_56","Q4_57","Q4_58","Q4_59","Q4_60"
"4121","R_123IO1cPoEq2nzb",18,"woman",2,3,4,3,1,2,4,4,2,5,3,4,4,5,4,4,5,3,4,5,3,2,4,2,1,4,5,4,2,2,4,4,3,4,5,4,4,3,3,4,2,4,4,3,2,4,4,3,2,2,5,4,2,3,4,3,2,4,4,4
"4122","R_pKvKom9ARSLTuOR",19,"man",2,4,2,3,2,1,4,4,3,5,4,4,4,3,4,5,2,4,4,4,2,2,4,2,1,3,4,2,3,2,5,3,3,4,1,2,3,4,4,5,2,2,5,3,1,2,2,2,2,2,4,4,4,3,2,4,4,3,3,4
"4123","R_72s5px9W7Bse3sZ",18,"woman",5,5,5,5,2,4,5,5,4,5,2,3,4,3,4,1,2,3,3,4,4,1,5,4,2,2,4,4,4,2,3,4,2,5,4,4,2,2,2,4,4,4,4,2,2,4,1,2,1,5,1,5,4,2,2,4,4,4,2,4
"4124","R_30vI5xcbOvxvrZI",17,"man",3,4,2,1,2,1,5,4,2,5,1,4,2,3,4,5,2,5,4,4,1,4,5,1,1,4,2,4,1,1,5,4,4,5,3,4,2,2,4,5,3,5,2,1,2,2,5,4,1,4,4,5,4,4,1,4,4,4,5,2
"4125","R_3JF5pYrjat0Htmh",16,"man",5,4,2,2,1,3,5,4,4,4,1,3,4,5,4,3,2,4,4,5,4,1,3,4,3,2,2,4,2,1,4,4,5,4,5,3,2,4,2,4,4,4,4,4,2,4,1,1,2,2,2,5,3,1,1,4,3,1,3,4
"4126","R_57FVpc9Mj3Q8Pyp",43,"man",2,4,3,4,2,3,4,1,4,4,2,2,5,4,2,3,3,2,3,3,4,2,2,3,4,2,4,4,4,3,4,4,3,2,5,2,3,4,2,2,3,1,4,4,3,2,3,3,3,4,2,4,2,2,4,4,4,1,3,3
"4127","R_2QEb81ClTS1USTo",18,"man",3,5,2,3,2,1,5,3,3,5,5,3,3,5,1,4,5,5,4,4,2,1,5,2,1,1,5,4,5,1,4,3,4,5,5,3,2,4,4,5,4,5,2,3,4,5,4,1,2,1,3,5,4,4,1,1,4,2,4,4
"4128","R_1JRgXZ7POXb9P2t",21,"non-binary",1,5,2,3,1,3,5,3,4,5,2,2,4,3,4,5,1,4,3,5,3,1,3,4,3,3,4,3,4,1,5,4,4,5,5,4,1,5,3,4,3,2,5,3,1,1,3,2,2,3,4,5,5,3,2,3,5,4,3,5
"4129","R_dfXllMPvsPnLzwt",23,"prefer not to say",1,3,3,4,2,2,5,4,4,4,2,3,4,2,4,5,2,5,3,5,2,1,4,3,1,4,2,3,3,1,5,4,3,2,4,3,1,4,2,4,2,4,4,3,2,2,4,2,4,2,4,5,3,3,2,2,3,2,2,4
"4130","R_1dAc0GwW4kSIF0f",18,"man",1,3,5,2,1,3,5,4,1,5,1,3,4,1,5,5,2,4,4,5,2,1,4,1,4,3,2,4,3,5,5,5,2,5,4,2,3,5,4,4,4,5,4,5,4,1,5,4,1,2,2,5,2,4,3,3,2,4,3,4
"4131","R_2YsvIJKxFTQRT0O",41,"woman",4,4,5,4,2,1,4,5,3,4,4,4,4,2,4,3,2,1,5,4,2,2,5,1,1,5,5,5,4,2,5,4,1,5,4,5,4,2,4,4,1,4,2,4,4,4,5,5,2,3,1,5,2,4,4,3,3,5,2,4
"4132","R_1OQaep9oOBtLyFi",18,"woman",4,4,4,5,1,2,5,4,3,5,4,4,4,2,5,3,2,2,3,5,2,3,4,1,1,5,5,4,4,2,4,4,2,4,5,2,2,3,4,5,1,4,4,4,4,4,4,4,2,1,3,5,1,5,1,2,3,4,1,4
"4133","R_2VJvq5J938lBxPv",44,"man",4,5,1,1,1,1,5,4,1,4,4,5,5,2,4,1,5,5,4,5,1,1,5,1,1,4,5,1,1,2,4,5,5,4,5,3,1,5,5,5,4,5,5,2,4,4,1,1,2,1,2,5,2,4,5,4,4,1,5,4
"4134","R_1gbWfUWLCRl0Tfd",18,"man",3,5,4,2,1,3,4,2,1,5,2,3,4,4,5,4,1,3,4,5,4,2,5,2,1,5,3,4,1,1,5,3,2,5,4,2,4,4,4,5,3,2,4,2,1,4,1,2,1,1,2,4,4,3,3,3,2,4,5,4
"4135","R_2c7bbY7yWU8c7ve",46,"man",5,4,1,1,1,5,5,2,5,5,1,2,4,5,5,1,2,4,5,5,4,2,4,1,1,3,4,1,1,1,2,4,4,4,5,1,4,4,5,2,5,4,4,1,1,5,1,1,1,2,2,5,4,4,1,5,4,5,5,5
"4136","R_1ite0fFeFGea4Lg",20,"man",1,4,5,2,4,2,5,3,2,5,2,2,3,5,5,4,2,1,4,3,1,2,5,4,2,3,4,5,2,2,5,4,1,5,4,2,1,3,3,3,3,3,3,2,5,4,2,5,1,2,4,3,1,4,3,4,5,5,4,5
"4137","R_3nHPyLc0Ychc7J9",29,"man",2,4,2,2,4,1,4,4,3,4,4,4,4,2,2,5,1,4,4,4,1,2,4,4,1,5,4,1,4,2,5,4,4,5,4,5,2,4,2,4,2,4,4,4,4,1,1,2,1,2,4,4,4,2,1,2,4,2,3,2
"4138","R_2tySfwQTygWoU2o",27,"woman",1,5,1,2,5,4,5,4,3,5,5,4,4,2,4,5,1,5,4,5,1,1,5,4,2,4,5,1,4,1,5,4,4,5,5,5,4,3,5,5,2,5,5,4,3,1,3,1,1,3,3,5,3,5,1,2,3,2,3,5
"4139","R_1F4mtWO1PZhdRMJ",21,"man",3,4,4,3,3,3,4,5,2,4,2,5,4,4,2,3,2,2,4,4,2,4,5,3,3,3,4,4,2,2,4,2,3,4,4,4,4,3,3,4,4,4,2,3,3,4,4,3,2,3,4,3,4,2,2,4,3,4,4,3
"4140","R_2BkS0UuD7TmGZ2p",19,"man",5,4,4,4,5,2,5,4,4,5,1,1,4,4,4,2,1,3,4,5,2,1,4,5,2,2,4,4,2,1,3,4,2,4,5,3,2,4,4,4,5,4,4,3,3,5,2,2,2,2,4,5,3,2,2,5,4,4,4,4
"4141","R_BsxfPA3YsE6mf2p",16,"man",4,3,4,4,5,2,5,3,3,5,5,4,3,5,5,5,2,4,3,5,4,2,2,3,1,1,4,4,5,5,5,4,2,2,5,2,4,3,1,5,4,4,3,4,4,3,1,4,5,1,3,4,2,1,4,5,3,2,1,5
"4142","R_2P7lFWImp5Gh1SF",43,"man",3,5,2,3,1,4,4,3,3,5,2,3,4,4,4,2,1,3,5,5,4,2,1,2,1,4,4,2,4,2,3,5,2,4,5,2,2,4,3,5,3,4,4,4,1,4,3,2,2,1,3,4,4,4,3,4,4,1,2,4
"4143","R_10wlR296h2WXFwf",18,"man",4,4,5,2,1,3,5,5,2,5,2,4,4,4,5,3,2,2,4,5,2,2,5,3,4,1,3,5,4,1,4,4,1,2,5,3,4,2,4,4,5,5,4,4,1,4,4,4,4,4,4,5,1,4,1,3,4,5,2,5
"4144","R_2yjgAKY1nSCkasR",17,"man",2,5,5,1,1,1,5,4,1,5,1,4,2,4,4,5,1,3,4,5,3,2,5,1,2,5,4,5,1,1,4,5,2,5,5,4,4,1,5,2,1,2,4,3,1,4,2,4,1,1,4,5,1,5,1,4,3,5,5,5
"4145","R_AugIizkJqtifNbb",26,"non-binary",2,4,2,1,2,1,4,4,2,4,1,2,4,5,2,5,1,2,5,5,2,1,4,2,2,5,4,2,2,1,5,2,2,5,5,2,2,2,5,4,2,4,2,2,1,2,1,2,1,1,4,4,2,5,1,2,4,2,5,4
"4146","R_2TTUK3pQmFcLV2z",17,"man",5,4,5,1,2,5,5,5,2,5,2,4,5,5,4,1,5,3,4,5,4,3,5,3,3,5,5,5,1,2,4,4,1,5,5,4,4,2,5,5,5,5,5,2,2,5,4,4,1,1,2,5,4,4,2,5,5,5,5,4
"4147","R_2YJUggekDbJHDih",55,"woman",2,4,2,4,4,2,5,2,4,4,5,4,5,3,4,5,4,4,4,1,2,1,4,4,4,1,4,2,4,4,5,4,4,4,1,5,4,4,3,3,4,4,5,5,2,2,4,2,5,5,5,5,5,2,5,2,4,1,2,4
"4148","R_1fdZ7AvIkAI4RiJ",49,"man",3,4,4,4,3,2,4,4,2,4,2,5,3,4,4,3,3,2,4,4,2,4,4,3,4,4,2,4,2,3,4,4,2,4,3,4,4,2,4,4,2,4,3,3,2,4,4,4,3,2,4,3,2,3,4,4,2,4,4,3
"4149","R_3EKz16ofYP2RJWB",29,"man",4,4,4,5,2,3,5,3,4,4,2,2,4,3,4,3,2,4,2,5,2,2,2,5,1,3,4,4,4,2,4,5,3,1,5,2,1,4,1,4,3,3,4,3,2,5,2,1,4,3,4,4,2,1,2,4,4,2,3,4
"4150","R_1Lo0G2bOpTZjsJk",23,"man",4,5,2,1,2,1,5,4,4,5,1,2,5,4,4,5,1,4,5,4,2,2,1,4,2,2,5,2,2,1,4,4,5,5,5,4,4,4,4,4,4,2,4,2,5,2,1,1,1,1,4,4,3,5,2,5,4,4,4,4
"4151","R_abmA50I8TTZwXst",18,"woman",2,5,5,1,1,3,3,5,4,5,1,5,3,5,3,2,2,1,3,5,4,4,5,1,4,2,4,5,1,1,5,3,1,5,5,4,3,4,5,3,1,4,4,1,1,4,5,5,2,1,5,3,2,5,1,4,3,5,3,3
"4152","R_33jw7qYNxwMDN3c",18,"man",4,3,2,2,4,3,4,3,2,4,3,3,4,2,4,3,3,4,2,4,3,2,4,2,3,2,3,4,3,2,4,3,4,4,4,2,4,3,3,4,4,3,4,3,2,5,2,2,5,2,4,3,4,4,2,3,3,2,3,3
"4153","R_2xIXPS3PTkIx5sx",35,"man",2,4,4,2,4,3,3,4,2,4,3,3,4,4,2,4,4,2,4,4,2,3,5,3,2,2,3,2,3,4,4,4,3,5,4,3,3,3,4,3,2,3,4,3,2,2,3,2,2,3,4,4,3,3,3,3,3,3,4,3
"4154","R_3phDrJjINf5zywp",16,"woman",2,4,5,5,5,5,5,4,5,5,2,4,5,1,4,4,2,4,3,3,2,4,4,5,1,4,3,4,5,5,4,4,1,2,3,1,4,5,2,5,3,4,4,5,4,2,3,3,3,2,4,4,5,1,2,5,3,2,2,2
"4155","R_A0rWkEXlIo2V7LH",51,"man",2,4,1,4,2,2,4,3,4,4,4,2,4,4,2,2,2,5,4,4,2,1,4,5,2,5,5,4,4,2,5,4,5,4,4,3,1,4,2,4,1,1,4,5,4,2,2,1,2,2,4,5,4,2,4,4,5,5,4,2
"4156","R_pxxT2wh5PhYG6Zj",20,"woman",4,4,4,4,3,3,4,4,4,4,2,3,3,3,4,4,4,4,4,4,2,1,4,4,3,4,5,4,4,2,4,4,4,4,4,3,3,4,2,4,4,4,4,5,3,4,2,2,4,4,4,5,4,3,4,4,4,3,3,4
"4157","R_2pMI1cgscph6Le9",18,"man",4,4,2,2,1,3,5,4,3,5,2,2,4,2,5,4,1,4,2,5,2,1,4,3,2,2,4,1,3,1,4,5,4,4,4,2,2,4,4,3,3,3,5,4,1,5,2,1,2,4,2,5,4,4,1,4,3,1,4,4
"4158","R_2QFq4ojiSTlOiEl",17,"non-binary",1,4,5,4,4,1,5,1,5,5,5,1,3,4,4,5,1,4,5,4,4,2,5,1,5,2,5,5,2,4,5,5,1,5,4,5,4,4,5,4,4,4,4,3,1,4,2,5,1,5,4,5,5,5,4,4,5,5,3,4
"4159","R_pEJYw4viXPrO8Vj",19,"man",1,4,3,1,1,4,4,1,2,2,4,3,4,4,2,2,2,3,3,5,5,3,3,1,4,2,5,3,1,1,1,4,3,4,5,2,5,2,2,5,5,2,5,5,1,3,2,2,4,1,1,3,3,5,2,1,2,4,4,5
"4160","R_3NIoGpoWTfSPaiw",36,"woman",3,5,4,4,1,1,5,4,5,5,4,2,5,1,4,4,1,2,2,5,1,1,5,4,1,4,5,2,4,1,4,4,4,5,5,1,1,1,2,5,1,4,5,4,1,2,1,1,2,2,5,5,2,2,1,2,5,2,2,4
"4161","R_3hbcOnxqrOZMgK7",21,"man",2,5,2,3,2,2,5,4,2,3,4,3,4,4,4,5,1,3,4,5,2,4,5,3,2,5,5,4,1,1,5,5,2,4,5,4,4,4,5,3,3,2,5,4,1,1,2,4,2,1,5,5,4,5,2,2,4,1,4,4
"4162","R_3DndU2p8JuPJUDt",19,"man",4,5,5,2,1,3,5,5,2,4,3,3,4,5,4,4,1,2,4,5,4,1,5,2,1,4,5,3,2,2,2,4,2,5,4,2,4,2,4,4,4,3,4,4,1,5,1,3,2,1,4,5,5,5,2,5,3,4,4,5
"4163","R_3CTQRosNzmKvp64",21,"man",4,5,2,4,1,3,4,3,4,5,1,3,4,3,4,3,4,5,4,5,3,3,4,4,1,2,5,3,4,1,3,4,5,5,5,3,2,3,3,5,5,4,4,4,3,5,2,2,2,3,4,5,2,1,1,5,5,2,5,4
"4164","R_C2zYRNPkUbjWB7X",49,"man",1,4,1,4,3,4,5,1,2,3,5,4,5,2,5,4,2,5,4,4,2,2,4,2,2,1,4,1,4,2,4,4,5,2,4,3,3,5,2,3,3,4,5,4,3,2,3,1,4,2,3,5,5,3,5,3,4,5,2,4
"4165","R_01bclyhvsvPyH0l",52,"man",5,5,4,2,1,4,5,1,4,5,2,2,5,5,4,1,1,5,4,5,5,1,1,5,2,5,4,2,4,1,2,5,2,2,5,4,4,5,4,4,4,2,5,2,1,5,1,1,1,1,2,5,5,5,1,5,5,5,1,5
"4166","R_1mFBQuETJFkgYWO",33,"man",2,5,2,4,2,1,5,4,3,4,2,2,5,2,2,4,1,4,4,4,2,1,2,4,2,2,2,4,4,2,5,2,4,4,3,4,2,4,2,5,2,2,4,2,2,2,1,1,1,4,4,5,4,2,2,2,4,4,2,4
"4167","R_2YhXRpt175FKENT",21,"woman",2,4,4,4,3,3,5,4,4,5,2,3,5,1,3,5,4,4,2,5,3,2,4,4,1,3,4,4,4,1,5,4,3,5,4,4,2,4,3,4,4,2,5,5,1,2,2,4,2,4,3,5,4,1,2,4,4,2,3,3
"4168","R_1dh8jz2H6AZFUmV",23,"non-binary",4,5,5,1,5,2,5,3,4,5,1,2,4,5,4,2,1,4,1,5,4,2,5,4,1,5,3,5,1,1,5,5,1,5,5,4,1,4,5,5,4,4,4,1,1,5,1,5,1,1,4,5,4,5,3,4,4,5,5,5
"4169","R_3nk4ydjNtuvg5q0",48,"man",2,4,4,1,4,1,4,4,4,4,1,4,4,4,1,4,2,2,4,2,1,1,4,2,4,3,4,2,2,4,4,4,4,5,4,4,3,2,2,2,4,4,4,2,5,2,1,2,1,2,5,4,3,2,4,4,4,2,4,2
"4170","R_0DSq3lUWR01VFdL",21,"man",4,4,2,2,4,4,4,2,4,4,4,4,2,5,3,2,4,4,5,3,5,4,4,1,2,3,4,2,1,3,4,4,3,5,3,3,4,4,4,3,1,4,4,1,2,5,3,4,1,2,1,4,4,4,2,2,4,3,5,3
"4171","R_ymPxWwgn4afPF9n",19,"man",4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,2,4,4,2,4,4,2,2,4,4,4,2,4,4,2,2,4,2,4,4,4,4,4,3,5,4,3,4,4,4,4
"4172","R_3pfFRExp6SvJDSL",16,"non-binary",2,3,1,4,2,4,5,1,4,5,2,2,4,4,4,5,1,5,4,4,3,4,3,3,1,3,3,1,4,1,5,4,5,4,5,2,3,5,4,5,4,4,5,4,2,2,3,1,2,1,3,5,5,2,3,4,4,1,1,4
"4173","R_XiXw6rOXNTi8SJ3",17,"non-binary",1,1,4,1,1,4,4,4,3,5,4,4,5,2,3,3,1,2,4,5,4,2,5,1,3,2,2,3,4,1,4,3,1,5,4,2,4,2,4,4,3,4,5,5,1,3,5,2,2,2,1,4,1,5,1,4,2,2,1,4
"4174","R_3rUNBYbA7Nu6Bzv",18,"woman",4,5,2,2,4,4,5,2,4,5,2,4,5,3,5,4,5,5,4,3,4,4,4,4,1,2,5,4,3,2,5,4,4,5,4,3,3,4,5,5,3,2,4,3,1,4,2,2,1,2,2,4,4,5,1,5,5,4,4,4
"4175","R_3p9AAFtnKoVNgwY",48,"man",5,5,1,2,5,3,5,1,2,5,4,4,5,5,2,1,1,5,5,1,1,1,1,4,5,3,2,2,1,5,1,5,5,5,4,1,1,5,4,4,1,2,5,2,4,5,4,1,1,5,2,5,5,4,4,5,5,1,4,1
"4176","R_3g5bwnc5iCvxBYx",29,"woman",2,3,4,2,3,4,4,3,3,5,2,3,4,4,4,3,2,4,4,5,2,3,4,2,1,4,2,3,1,2,5,3,3,4,4,5,4,3,4,4,3,4,5,2,1,4,4,2,1,2,4,5,3,5,4,3,4,4,4,3
"4177","R_1mPhKiMIHIc6sS0",21,"man",2,5,1,1,2,1,5,1,5,4,1,4,5,1,4,4,1,5,4,5,1,1,2,4,4,1,5,1,1,2,4,5,5,5,5,2,1,5,3,4,4,1,5,2,1,4,1,1,2,1,2,5,5,3,2,4,5,1,4,4
"4178","R_1C24rRI5vqnUZVR",20,"woman",2,4,4,5,2,3,4,4,4,5,1,2,4,3,5,5,2,4,4,4,2,3,5,2,1,3,4,2,5,1,5,4,4,4,2,5,3,5,4,4,2,4,5,5,1,1,2,2,1,3,3,4,4,4,1,1,2,4,1,5
"4179","R_3qqGYeHc6Cxz9k3",18,"man",5,4,1,1,3,4,5,2,2,4,1,2,4,4,2,2,1,5,5,3,4,1,2,2,1,2,5,1,2,4,2,5,4,5,4,2,1,4,3,4,5,4,4,4,1,5,1,2,1,1,2,5,4,4,3,4,4,1,4,2
"4180","R_1CCnLBKlDkeZcOL",59,"man",5,5,4,2,2,4,5,4,4,5,1,4,5,2,4,1,1,4,4,5,5,2,4,4,2,4,1,4,2,2,4,5,4,4,5,2,3,2,4,5,2,4,5,2,4,5,1,2,2,2,2,5,3,2,2,4,2,4,4,4
"4181","R_3MLS4qMAtq3lo6O",18,"man",3,4,2,3,3,3,4,5,1,5,1,3,2,5,3,4,4,5,4,1,4,3,5,3,2,4,5,4,1,5,4,3,5,2,4,2,4,4,2,4,3,4,4,2,4,5,4,1,2,5,2,4,3,2,4,2,4,3,5,1
"4182","R_21bmDI1GWU5F8x1",29,"man",2,4,2,2,3,5,5,4,1,5,4,1,4,1,3,4,1,4,2,5,4,1,4,4,1,5,3,1,5,2,4,5,2,5,5,3,4,4,3,5,3,1,4,5,1,4,3,4,2,1,1,3,4,3,1,4,5,1,4,4
"4183","R_23f68atXJ3Sopdc",18,"man",5,5,1,1,3,5,5,2,1,4,1,3,5,5,5,4,1,5,4,5,5,1,3,2,2,2,4,2,2,4,4,5,5,5,5,3,2,4,5,5,3,3,5,1,2,5,2,1,4,5,1,5,4,4,3,5,4,2,5,3
"4184","R_2zdXEbHVvomLb7t",34,"man",2,5,2,3,1,2,4,4,4,5,2,2,1,2,5,3,1,4,4,5,2,1,2,4,1,5,4,4,4,1,5,4,2,4,5,2,1,2,3,5,1,2,1,4,1,2,4,3,2,1,4,4,2,2,1,5,5,4,2,5
"4185","R_2Ttwnrv4RrghWhU",23,"man",1,3,4,5,2,2,4,5,4,4,4,4,4,1,2,5,4,2,2,4,3,1,2,3,3,4,2,2,5,2,5,4,2,1,4,4,3,4,1,2,2,4,3,4,1,1,4,2,4,2,3,4,2,2,2,2,1,2,2,2
"4186","R_1FLl9kQyN2sShE6",18,"man",4,4,3,3,2,4,4,4,2,4,2,4,4,4,4,4,1,4,4,4,2,3,4,3,4,2,4,4,3,2,5,4,4,5,4,3,4,4,4,4,3,4,4,3,2,3,2,2,2,3,4,4,4,4,2,3,2,4,4,3
"4187","R_3Jr4pjRFLHOCohn",24,"man",3,5,4,1,3,1,5,4,3,5,5,2,4,1,2,3,1,2,3,4,2,1,5,5,1,3,5,1,5,5,4,5,2,4,5,4,1,2,3,4,4,2,5,4,2,3,1,3,2,2,4,5,4,3,2,4,4,2,2,2
"4188","R_2dYiwNhNbmqpc9H",28,"man",4,4,2,4,5,4,5,4,4,4,1,4,5,3,4,4,2,5,4,4,2,2,4,3,2,3,2,1,3,1,5,4,5,4,5,2,1,4,3,4,3,4,5,4,3,4,2,2,1,2,4,5,5,3,3,4,4,1,4,4
"4189","R_W9HqEAM8LBGWa9X",39,"woman",2,4,5,3,2,2,4,4,2,5,5,2,3,2,4,5,1,1,4,4,1,1,5,3,3,4,5,5,4,2,5,3,1,3,4,4,2,2,4,4,2,2,3,4,2,2,1,1,2,3,5,5,2,4,2,2,4,2,2,3
"4190","R_2rwJa0PR3VhXuyn",21,"prefer not to say",1,4,4,2,1,1,5,4,3,5,4,2,3,3,4,5,5,4,4,5,1,1,5,2,2,4,5,4,3,1,5,3,2,4,4,5,1,2,4,4,2,1,3,5,1,1,3,2,2,2,5,5,4,3,2,1,4,3,2,4
"4191","R_3suA3QQnqd0qvVf",25,"non-binary",2,4,4,2,4,3,4,5,1,5,3,1,2,5,4,5,1,2,2,4,2,1,4,1,2,4,4,4,2,2,5,4,2,5,4,4,3,3,5,4,2,4,4,2,2,3,3,3,1,2,4,4,2,5,1,3,4,4,4,4
"4192","R_21hAMMx7qjcuvok",16,"non-binary",1,4,4,2,2,1,4,4,2,4,4,4,3,3,2,4,2,3,4,4,1,3,5,3,1,4,3,4,2,4,5,4,2,3,4,4,4,2,3,4,1,4,3,2,2,2,3,1,2,2,5,4,3,4,2,2,2,4,4,2
"4193","R_1liCKnzIqVVOqhs",34,"man",2,5,5,4,2,1,5,2,3,5,2,2,2,4,5,4,1,4,2,5,2,1,5,2,2,4,4,4,3,2,5,4,1,2,5,4,4,2,3,5,1,3,2,4,1,2,2,2,2,2,4,5,2,3,5,1,2,4,2,4
"4194","R_2bTAyatO3MaL8w8",18,"woman",1,4,4,2,1,2,5,4,1,2,4,2,4,5,2,5,4,5,5,5,1,3,5,4,1,5,4,4,1,2,5,4,3,5,5,3,4,1,5,4,1,5,3,5,2,1,4,3,1,5,1,5,2,5,3,2,1,4,4,2
"4195","R_Bzz4frMOtylTv1L",19,"man",4,4,4,4,3,4,5,3,5,5,2,2,5,3,4,3,5,5,5,4,4,4,5,5,1,4,5,4,4,4,4,4,3,4,2,4,3,4,2,5,4,2,5,3,2,2,4,4,2,4,2,4,5,3,2,4,5,4,2,2
"4196","R_3L5Vd484B7qMGKg",19,"man",4,2,2,2,5,2,5,4,5,5,1,5,4,5,5,5,5,2,4,5,3,4,5,4,1,4,2,2,4,1,5,2,4,5,5,1,4,4,4,3,2,4,4,5,1,2,2,1,2,1,2,4,1,4,1,3,2,5,4,5
"4197","R_2wzVj0S61ilBkQQ",40,"man",2,5,2,4,2,2,5,4,4,5,4,2,2,5,4,5,1,4,4,5,1,1,4,1,4,5,2,2,1,2,5,4,2,5,5,5,2,4,4,5,2,5,4,2,2,1,4,4,2,1,4,4,5,5,2,2,2,1,4,4
"4198","R_1i56aKzNnJPISS0",27,"man",2,5,2,2,2,5,4,4,4,5,1,2,4,4,4,2,2,5,4,5,5,2,2,4,1,4,5,5,2,2,4,5,4,4,4,4,2,5,3,5,3,4,5,2,2,3,1,2,1,2,1,3,5,2,5,5,5,2,5,4
"4199","R_2eQFnZqpixJ545z",20,"man",1,5,2,5,4,1,5,5,2,3,4,1,2,2,5,5,3,4,1,4,1,1,4,4,1,5,5,1,5,1,5,1,5,3,4,5,2,3,4,2,2,1,1,5,1,1,5,1,2,5,5,4,4,3,4,1,5,1,5,5
"4200","R_24FU2o43IoUpmRM",18,"man",4,5,1,4,4,5,5,4,4,5,2,4,5,4,4,2,4,5,4,5,5,1,4,4,1,1,5,2,2,3,4,5,2,4,5,2,1,4,3,4,4,2,5,4,1,4,1,3,2,2,1,5,4,3,2,4,5,4,4,3
"4201","R_2zcGuzjEtLXsfST",19,"woman",4,4,4,4,2,4,5,3,5,4,2,3,4,1,4,4,1,3,3,5,3,2,3,4,2,2,4,3,4,2,2,4,3,3,5,2,1,5,3,3,4,1,4,4,2,4,1,2,4,3,3,4,5,2,2,4,3,4,1,4
"4202","R_rpftfcebMDkHj2N",18,"man",2,2,4,2,5,4,4,5,2,2,5,2,2,5,2,4,4,4,5,2,2,2,5,1,2,4,4,5,2,4,4,4,2,4,2,4,4,2,5,5,1,5,2,2,2,1,4,2,2,2,4,4,2,5,2,2,4,5,5,2
"4203","R_2XgqTcImSuPWpPb",21,"woman",1,4,2,4,2,2,4,4,2,4,4,5,4,5,2,5,2,5,2,5,2,2,4,4,2,2,1,4,4,4,5,4,4,4,4,4,5,5,4,4,1,2,4,4,4,3,4,1,2,1,4,4,4,4,2,2,2,2,2,2
"4204","R_ZdG0jxmiWMHD3Lr",21,"non-binary",2,4,4,3,1,2,4,4,4,5,2,3,4,2,4,4,2,2,4,5,2,2,4,4,2,4,2,4,4,1,4,4,2,4,5,4,4,4,4,4,2,2,4,4,1,2,4,4,2,1,4,4,2,4,2,2,3,4,2,4
"4205","R_22LLapuj5sjcrEf",18,"man",4,5,4,2,2,1,5,3,3,5,1,2,4,2,4,4,1,3,4,4,1,2,5,2,1,4,4,2,3,4,5,5,2,5,4,4,1,4,2,4,2,3,4,4,4,4,1,3,2,4,5,5,2,3,3,4,3,3,2,2
"4206","R_24jXRgvdPIfXSfr",44,"man",1,5,4,4,3,1,5,3,2,3,4,3,5,4,2,4,1,4,5,4,1,1,4,3,3,2,2,2,4,4,5,5,2,5,4,4,1,4,3,4,2,4,5,4,3,5,1,2,2,2,4,5,3,4,3,3,4,1,3,1
"4207","R_1j7ftoH6H99aNtC",38,"man",1,4,1,4,4,2,4,2,5,5,2,4,5,1,3,4,2,4,5,3,2,2,4,5,1,1,5,4,1,3,5,3,4,5,3,4,4,5,1,5,3,1,5,5,2,3,4,3,2,3,3,3,5,1,2,3,4,1,1,2
"4208","R_2E69rBqy1yTdO5t",16,"man",4,5,4,1,1,1,5,2,1,5,2,1,4,4,3,5,1,4,4,5,1,1,5,1,1,1,5,1,1,2,5,5,2,5,5,3,1,2,4,5,4,4,5,2,1,2,1,4,1,2,5,5,4,4,2,5,5,4,5,4
"4209","R_1GCtu4tksWB6UI5",25,"man",4,4,2,4,2,4,5,2,4,5,4,2,5,2,4,5,1,5,4,5,1,1,2,2,1,4,5,4,4,2,5,5,4,4,5,4,2,4,2,5,2,2,5,5,1,2,2,2,4,1,2,5,4,2,2,4,4,1,1,4
"4210","R_1GyajBUH0Up9mde",19,"man",4,5,2,2,2,3,4,4,3,2,2,2,5,5,4,3,1,5,4,4,3,1,5,3,2,3,4,1,1,2,3,4,4,5,3,2,4,5,3,4,2,5,5,4,2,3,2,1,2,3,2,4,4,4,4,2,2,4,5,4
"4211","R_sFNk2wVY4sQOGvD",52,"man",5,3,4,5,3,3,5,1,5,4,1,2,5,1,3,2,1,3,1,3,3,1,1,4,4,4,3,3,5,4,1,5,4,2,3,3,2,4,1,3,4,4,5,4,1,3,1,3,5,3,3,5,5,1,3,4,3,4,2,3
"4212","R_2Yn2jB41pUw91a9",25,"man",1,3,4,2,4,2,5,5,2,4,3,3,4,2,4,5,3,2,3,2,1,1,4,5,2,4,3,1,3,4,5,4,2,5,2,3,2,2,4,4,2,4,4,2,2,1,4,4,1,2,5,5,2,4,4,3,4,2,4,2
